company,loan_id,status,duration_months,innbetalte_terminer,estimated_repaid,interest_rate,forventet_renteinntekt,netto_renteinntekt,renter_utestaaende,netto_vs_forventet_renteinntekt_prosent,tildeling,total_forventet_avkastning,tilbakebetalt,total_faktisk_avkastning,faktisk_vs_forventet_avkastning_prosent,date,transaction_type,amount_nok
EFA Eiendom AS,4451,Aktiv,18,0,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2024-04-02,Tildeling,-2000.0
EFA Eiendom AS,4451,Aktiv,18,1,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2024-04-23,Renteinntekt,22.5
EFA Eiendom AS,4451,Aktiv,18,2,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2024-05-22,Renteinntekt,22.5
EFA Eiendom AS,4451,Aktiv,18,3,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2024-06-24,Renteinntekt,22.5
EFA Eiendom AS,4451,Aktiv,18,4,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2024-07-22,Renteinntekt,22.5
EFA Eiendom AS,4451,Aktiv,18,5,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2024-08-22,Renteinntekt,22.5
EFA Eiendom AS,4451,Aktiv,18,6,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2024-09-24,Renteinntekt,22.5
EFA Eiendom AS,4451,Aktiv,18,7,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2024-10-22,Renteinntekt,22.5
EFA Eiendom AS,4451,Aktiv,18,8,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2024-11-22,Renteinntekt,22.5
EFA Eiendom AS,4451,Aktiv,18,9,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2024-12-23,Renteinntekt,22.5
EFA Eiendom AS,4451,Aktiv,18,10,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2025-01-22,Renteinntekt,22.5
EFA Eiendom AS,4451,Aktiv,18,11,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2025-02-24,Renteinntekt,22.5
EFA Eiendom AS,4451,Aktiv,18,12,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2025-03-24,Renteinntekt,22.5
EFA Eiendom AS,4451,Aktiv,18,13,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2025-04-22,Renteinntekt,22.5
EFA Eiendom AS,4451,Aktiv,18,14,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2025-05-22,Renteinntekt,22.5
EFA Eiendom AS,4451,Aktiv,18,15,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2025-06-23,Renteinntekt,22.5
EFA Eiendom AS,4451,Aktiv,18,16,2025-10-23,13.5,405.0,360.0,45.0,88.88888888888889,2000.0,2405.0,0.0,360.0,14.96881496881497,2025-07-22,Renteinntekt,22.5
BFM 8 AS,4481,Aktiv,26,0,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2024-02-09,Tildeling,-2000.0
BFM 8 AS,4481,Aktiv,26,1,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2024-03-12,Renteinntekt,23.33
BFM 8 AS,4481,Aktiv,26,2,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2024-04-09,Renteinntekt,23.33
BFM 8 AS,4481,Aktiv,26,3,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2024-05-10,Renteinntekt,23.33
BFM 8 AS,4481,Aktiv,26,4,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2024-06-11,Renteinntekt,23.33
BFM 8 AS,4481,Aktiv,26,5,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2024-07-09,Renteinntekt,23.33
BFM 8 AS,4481,Aktiv,26,6,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2024-08-09,Renteinntekt,23.33
BFM 8 AS,4481,Aktiv,26,7,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2024-09-09,Renteinntekt,23.33
BFM 8 AS,4481,Aktiv,26,8,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2024-10-09,Renteinntekt,23.33
BFM 8 AS,4481,Aktiv,26,9,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2024-11-11,Renteinntekt,23.33
BFM 8 AS,4481,Aktiv,26,10,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2024-12-09,Renteinntekt,23.33
BFM 8 AS,4481,Aktiv,26,11,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2025-01-10,Renteinntekt,23.33
BFM 8 AS,4481,Aktiv,26,12,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2025-02-11,Renteinntekt,23.33
BFM 8 AS,4481,Aktiv,26,13,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2025-03-10,Renteinntekt,23.33
BFM 8 AS,4481,Aktiv,26,14,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2025-04-10,Renteinntekt,23.33
BFM 8 AS,4481,Aktiv,26,15,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2025-05-12,Renteinntekt,23.33
BFM 8 AS,4481,Aktiv,26,16,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2025-06-10,Renteinntekt,23.33
BFM 8 AS,4481,Aktiv,26,17,2026-05-12,14.0,606.6666666666666,396.60999999999996,210.05666666666667,65.37527472527472,2000.0,2606.6666666666665,0.0,396.60999999999996,15.215217391304348,2025-07-11,Renteinntekt,23.33
Kvitsand Hytter AS,4482,Aktiv,23,0,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2024-02-12,Tildeling,-2000.0
Kvitsand Hytter AS,4482,Aktiv,23,1,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2024-03-07,Renteinntekt,31.56
Kvitsand Hytter AS,4482,Aktiv,23,1,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2024-04-12,Forsinkelsesrente,0.07
Kvitsand Hytter AS,4482,Aktiv,23,2,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2024-04-12,Renteinntekt,26.67
Kvitsand Hytter AS,4482,Aktiv,23,3,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2024-05-07,Renteinntekt,26.67
Kvitsand Hytter AS,4482,Aktiv,23,4,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2024-06-07,Renteinntekt,26.67
Kvitsand Hytter AS,4482,Aktiv,23,5,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2024-07-08,Renteinntekt,26.67
Kvitsand Hytter AS,4482,Aktiv,23,6,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2024-08-07,Renteinntekt,26.67
Kvitsand Hytter AS,4482,Aktiv,23,7,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2024-09-09,Renteinntekt,26.67
Kvitsand Hytter AS,4482,Aktiv,23,8,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2024-10-07,Renteinntekt,26.67
Kvitsand Hytter AS,4482,Aktiv,23,9,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2024-11-07,Renteinntekt,26.67
Kvitsand Hytter AS,4482,Aktiv,23,10,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2024-12-09,Renteinntekt,26.67
Kvitsand Hytter AS,4482,Aktiv,23,11,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2025-01-07,Renteinntekt,26.67
Kvitsand Hytter AS,4482,Aktiv,23,12,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2025-02-07,Renteinntekt,26.67
Kvitsand Hytter AS,4482,Aktiv,23,13,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2025-03-07,Renteinntekt,26.67
Kvitsand Hytter AS,4482,Aktiv,23,14,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2025-04-07,Renteinntekt,26.67
Kvitsand Hytter AS,4482,Aktiv,23,15,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2025-05-07,Renteinntekt,26.67
Kvitsand Hytter AS,4482,Aktiv,23,16,2026-02-07,16.0,613.3333333333334,431.68,181.65333333333336,70.38260869565217,2000.0,2613.3333333333335,0.0,431.68,16.518367346938774,2025-06-10,Renteinntekt,26.67
Lager For Alle AS,4483,Tilbakebetalt,11,0,2024-09-12,15.0,275.0,181.23,93.77000000000001,65.90181818181819,2000.0,2275.0,2000.0,2181.23,95.87824175824176,2024-02-06,Tildeling,-2000.0
Lager For Alle AS,4483,Tilbakebetalt,11,1,2024-09-12,15.0,275.0,181.23,93.77000000000001,65.90181818181819,2000.0,2275.0,2000.0,2181.23,95.87824175824176,2024-02-23,Renteinntekt,14.79
Lager For Alle AS,4483,Tilbakebetalt,11,2,2024-09-12,15.0,275.0,181.23,93.77000000000001,65.90181818181819,2000.0,2275.0,2000.0,2181.23,95.87824175824176,2024-03-25,Renteinntekt,25.0
Lager For Alle AS,4483,Tilbakebetalt,11,3,2024-09-12,15.0,275.0,181.23,93.77000000000001,65.90181818181819,2000.0,2275.0,2000.0,2181.23,95.87824175824176,2024-04-23,Renteinntekt,25.0
Lager For Alle AS,4483,Tilbakebetalt,11,4,2024-09-12,15.0,275.0,181.23,93.77000000000001,65.90181818181819,2000.0,2275.0,2000.0,2181.23,95.87824175824176,2024-05-23,Renteinntekt,25.0
Lager For Alle AS,4483,Tilbakebetalt,11,5,2024-09-12,15.0,275.0,181.23,93.77000000000001,65.90181818181819,2000.0,2275.0,2000.0,2181.23,95.87824175824176,2024-06-24,Renteinntekt,25.0
Lager For Alle AS,4483,Tilbakebetalt,11,6,2024-09-12,15.0,275.0,181.23,93.77000000000001,65.90181818181819,2000.0,2275.0,2000.0,2181.23,95.87824175824176,2024-07-23,Renteinntekt,25.0
Lager For Alle AS,4483,Tilbakebetalt,11,7,2024-09-12,15.0,275.0,181.23,93.77000000000001,65.90181818181819,2000.0,2275.0,2000.0,2181.23,95.87824175824176,2024-08-23,Renteinntekt,25.0
Lager For Alle AS,4483,Tilbakebetalt,11,8,2024-09-12,15.0,275.0,181.23,93.77000000000001,65.90181818181819,2000.0,2275.0,2000.0,2181.23,95.87824175824176,2024-09-12,Renteinntekt,16.44
Lager For Alle AS,4483,Tilbakebetalt,11,8,2024-09-12,15.0,275.0,181.23,93.77000000000001,65.90181818181819,2000.0,2275.0,2000.0,2181.23,95.87824175824176,2024-09-12,Tilbakebetaling,2000.0
AEKO Eiendomsutvikling AS,4501,Aktiv,20,0,2025-11-27,13.0,433.33333333333337,368.39000000000004,64.94333333333333,85.01307692307692,2000.0,2433.3333333333335,0.0,368.39000000000004,15.13931506849315,2024-02-26,Tildeling,-2000.0
AEKO Eiendomsutvikling AS,4501,Aktiv,20,1,2025-11-27,13.0,433.33333333333337,368.39000000000004,64.94333333333333,85.01307692307692,2000.0,2433.3333333333335,0.0,368.39000000000004,15.13931506849315,2024-03-27,Renteinntekt,21.67
AEKO Eiendomsutvikling AS,4501,Aktiv,20,2,2025-11-27,13.0,433.33333333333337,368.39000000000004,64.94333333333333,85.01307692307692,2000.0,2433.3333333333335,0.0,368.39000000000004,15.13931506849315,2024-04-29,Renteinntekt,21.67
AEKO Eiendomsutvikling AS,4501,Aktiv,20,3,2025-11-27,13.0,433.33333333333337,368.39000000000004,64.94333333333333,85.01307692307692,2000.0,2433.3333333333335,0.0,368.39000000000004,15.13931506849315,2024-05-27,Renteinntekt,21.67
AEKO Eiendomsutvikling AS,4501,Aktiv,20,4,2025-11-27,13.0,433.33333333333337,368.39000000000004,64.94333333333333,85.01307692307692,2000.0,2433.3333333333335,0.0,368.39000000000004,15.13931506849315,2024-06-27,Renteinntekt,21.67
AEKO Eiendomsutvikling AS,4501,Aktiv,20,5,2025-11-27,13.0,433.33333333333337,368.39000000000004,64.94333333333333,85.01307692307692,2000.0,2433.3333333333335,0.0,368.39000000000004,15.13931506849315,2024-07-29,Renteinntekt,21.67
AEKO Eiendomsutvikling AS,4501,Aktiv,20,6,2025-11-27,13.0,433.33333333333337,368.39000000000004,64.94333333333333,85.01307692307692,2000.0,2433.3333333333335,0.0,368.39000000000004,15.13931506849315,2024-08-27,Renteinntekt,21.67
AEKO Eiendomsutvikling AS,4501,Aktiv,20,7,2025-11-27,13.0,433.33333333333337,368.39000000000004,64.94333333333333,85.01307692307692,2000.0,2433.3333333333335,0.0,368.39000000000004,15.13931506849315,2024-09-27,Renteinntekt,21.67
